ba,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p131,0.037644735282,0.037644735282,0.037644735282,0.037644735282,0.037644735282,0.035594590747,0.033544446212,0.034357995105,0.035171543998,0.0373506510015,0.039529758005,0.038746815418,0.037963872831,0.0388100630355,0.03965625324,0.0401448951595,0.040633537079,0.041853079625,0.043072622171,0.0438875487155,0.04470247526,0.0477228826925,0.050743290125,0.0503503747325,0.04995745934,0.04992759794,0.04989773654,0.04999639111,0.05009504568,0.05021681993,0.05033859418,0.05125519082,0.05217178746,0.05152174872,0.05087170998,0.05082504836,0.05077838674
p132,0.037197066707,0.037197066707,0.037197066707,0.037197066707,0.037197066707,0.0372763450435,0.03735562338,0.0371612281145,0.036966832849,0.0399071946185,0.042847556388,0.041688550012,0.040529543636,0.0409348594605,0.041340175285,0.0413279134015,0.041315651518,0.04246771478,0.043619778042,0.0446379626985,0.045656147355,0.048793607044,0.051931066733,0.0514111493935,0.050891232054,0.050930258237,0.05096928442,0.05098728414,0.05100528386,0.051158157795,0.05131103173,0.052679524585,0.05404801744,0.05340554863,0.05276307982,0.052660028535,0.05255697725
p133,0.037733440308,0.037733440308,0.037733440308,0.037733440308,0.037733440308,0.0356074703285,0.033481500349,0.0342937953505,0.035106090352,0.0375078292595,0.039909568167,0.039072491907,0.038235415647,0.0392296245755,0.040223833504,0.0408284959565,0.041433158409,0.042831717909,0.044230277409,0.044994864578,0.045759451747,0.049127158741,0.052494865735,0.052000693667,0.051506521599,0.0515496583295,0.05159279506,0.051627324995,0.05166185493,0.051821102305,0.05198034968,0.053059899515,0.05413944935,0.05344858453,0.05275771971,0.05273272798,0.05270773625
p134,0.036766632181,0.036766632181,0.036766632181,0.036766632181,0.036766632181,0.035154061336,0.033541490491,0.034666626069,0.035791761647,0.0365765975995,0.037361433552,0.036996423406,0.03663141326,0.036739499729,0.036847586198,0.0367492481745,0.036650910151,0.0372632022985,0.037875494446,0.0384650766565,0.039054658867,0.040930571927,0.042806484987,0.042465590238,0.042124695489,0.0421497328395,0.04217477019,0.04216767593,0.04216058167,0.04213673844,0.04211289521,0.044019078539,0.045925261868,0.044225503964,0.04252574606,0.04223542407,0.04194510208
p14,0.02909314384,0.02909314384,0.02909314384,0.02909314384,0.02909314384,0.027191346786,0.025289549732,0.024921517307,0.024553484882,0.0284154216395,0.032277358397,0.0339855540915,0.035693749786,0.0362499725005,0.036806195215,0.036394592894,0.035982990573,0.0362375960575,0.036492201542,0.037034917293,0.037577633044,0.038058396348,0.038539159652,0.0385108800755,0.038482600499,0.0390292278505,0.039575855202,0.0396909575995,0.039806059997,0.039850210438,0.039894360879,0.03869528735,0.037496213821,0.038399372917,0.039302532013,0.039372935842,0.039443339671
p15,0.029592560093,0.029592560093,0.029592560093,0.029592560093,0.029592560093,0.027655804113,0.025719048133,0.025408275162,0.025097502191,0.0299665411425,0.034835580094,0.0365404620275,0.038245343961,0.0388738606735,0.039502377386,0.0390593033015,0.038616229217,0.0387642895785,0.03891234994,0.0393777469035,0.039843143867,0.0403391238005,0.040835103734,0.0406959392975,0.040556774861,0.041293549901,0.042030324941,0.042098395199,0.042166465457,0.042334930007,0.042503394557,0.0411288802555,0.039754365954,0.040860333626,0.041966301298,0.0421127619955,0.042259222693
p16,0.028884044995,0.028884044995,0.028884044995,0.028884044995,0.028884044995,0.0271895808305,0.025495116666,0.0250391941715,0.024583271677,0.029523010922,0.034462750167,0.036135042351,0.037807334535,0.038466630822,0.039125927109,0.0386595903495,0.03819325359,0.0383328712935,0.038472488997,0.0387442904805,0.039016091964,0.0396484640395,0.040280836115,0.039657746618,0.039034657121,0.0400031847465,0.040971712372,0.0410655085525,0.041159304733,0.041228386307,0.041297467881,0.0396911137575,0.038084759634,0.039080151893,0.040075544152,0.0406466868235,0.041217829495
p17,0.028427476839,0.028427476839,0.028427476839,0.028427476839,0.028427476839,0.02674240471,0.025057332581,0.024546217368,0.024035102155,0.027731285682,0.031427469209,0.033086952136,0.034746435063,0.035272359544,0.035798284025,0.0353890482815,0.034979812538,0.035203583248,0.035427353958,0.035952095402,0.036476836846,0.0369365558365,0.037396274827,0.0373681891025,0.037340103378,0.0380624000955,0.038784696813,0.03877651069,0.038768324567,0.0387744942105,0.038780663854,0.0376104604855,0.036440257117,0.037216913313,0.037993569509,0.0381361587175,0.038278747926
p18,0.028001022034,0.028001022034,0.028001022034,0.028001022034,0.028001022034,0.026271529328,0.024542036622,0.0240567537825,0.023571470943,0.027391693883,0.031211916823,0.0328371368355,0.034462356848,0.035064027772,0.035665698696,0.03528976571,0.034913832724,0.0351197735415,0.035325714359,0.0358543385915,0.036382962824,0.036846675692,0.03731038856,0.037310045794,0.037309703028,0.0381105738345,0.038911444641,0.0388943192595,0.038877193878,0.038841782819,0.03880637176,0.037503190272,0.036200008784,0.0368072105605,0.037414412337,0.0376947633735,0.03797511441
p19,0.028751615854,0.028751615854,0.028751615854,0.028751615854,0.028751615854,0.026967028909,0.025182441964,0.024678505112,0.02417456826,0.027981332976,0.031788097692,0.033455157814,0.035122217936,0.03570710345,0.036291988964,0.035907321594,0.035522654224,0.0357387040505,0.035954753877,0.036491509017,0.037028264157,0.0374982917235,0.03796831929,0.037967331358,0.037966343426,0.0387597553135,0.039553167201,0.039544508629,0.039535850057,0.0394826961335,0.03942954221,0.0381110382025,0.036792534195,0.0373505591745,0.037908584154,0.038175563747,0.03844254334
